Date,Month,Year,precipitation,temperature
06/03/1988,3,1988,0,23.4
07/03/1988,3,1988,0.2,24.2
08/03/1988,3,1988,2.3,23.3
09/03/1988,3,1988,0,25
10/03/1988,3,1988,0,21
11/03/1988,3,1988,0,25
12/03/1988,3,1988,0,24.2
13/03/1988,3,1988,0,26
14/03/1988,3,1988,0,26.1
15/03/1988,3,1988,6.8,25.3
16/03/1988,3,1988,0,25.1
17/03/1988,3,1988,0,26.4
18/03/1988,3,1988,0,25.2
19/03/1988,3,1988,0,24.4
20/03/1988,3,1988,0,24.2
21/03/1988,3,1988,0,24
22/03/1988,3,1988,0,24.2
23/03/1988,3,1988,0,26.2
24/03/1988,3,1988,9.4,24.3
25/03/1988,3,1988,1.5,22
26/03/1988,3,1988,3.2,23.3
27/03/1988,3,1988,0.6,18
28/03/1988,3,1988,0,20.2
29/03/1988,3,1988,3,19
30/03/1988,3,1988,9,18.2
31/03/1988,3,1988,3,20
01/04/1988,4,1988,15.2,22
02/04/1988,4,1988,1.6,20
03/04/1988,4,1988,15.1,21.1
04/04/1988,4,1988,1.7,21.3
05/04/1988,4,1988,1.5,18
06/04/1988,4,1988,2.4,19.3
07/04/1988,4,1988,1.5,18
08/04/1988,4,1988,1.3,15
09/04/1988,4,1988,6.6,18.3
10/04/1988,4,1988,0.4,19.2
11/04/1988,4,1988,3.6,20.2
12/04/1988,4,1988,19,18.3
13/04/1988,4,1988,1.8,20
14/04/1988,4,1988,26.9,19.3
15/04/1988,4,1988,21.7,20
16/04/1988,4,1988,0.7,20.3
17/04/1988,4,1988,0.8,20
18/04/1988,4,1988,4.3,20.2
19/04/1988,4,1988,12,18.4
20/04/1988,4,1988,21.3,19
21/04/1988,4,1988,2.3,21.2
22/04/1988,4,1988,0,21.1
23/04/1988,4,1988,2,20.3
24/04/1988,4,1988,0,20
25/04/1988,4,1988,0,19.4
26/04/1988,4,1988,0,20.2
27/04/1988,4,1988,15.5,19.3
28/04/1988,4,1988,6.7,19.2
29/04/1988,4,1988,6.2,21.2
30/04/1988,4,1988,6.2,20
01/05/1988,5,1988,18.6,21.4
02/05/1988,5,1988,2.3,21.1
03/05/1988,5,1988,0,20.2
04/05/1988,5,1988,0,20
05/05/1988,5,1988,3,21.2
06/05/1988,5,1988,6.4,20
07/05/1988,5,1988,5.8,22.2
08/05/1988,5,1988,0,21.3
09/05/1988,5,1988,9.2,20
10/05/1988,5,1988,0,20.2
11/05/1988,5,1988,0,19
12/05/1988,5,1988,0,20.2
13/05/1988,5,1988,0,20.4
14/05/1988,5,1988,0,20.3
15/05/1988,5,1988,0,19.2
16/05/1988,5,1988,21,21.2
17/05/1988,5,1988,5.6,20
18/05/1988,5,1988,2.6,20.3
19/05/1988,5,1988,10.4,22
20/05/1988,5,1988,0,20
21/05/1988,5,1988,5.4,20.2
22/05/1988,5,1988,30.4,20.3
23/05/1988,5,1988,5.5,19
24/05/1988,5,1988,2.2,19.4
25/05/1988,5,1988,15.4,20
26/05/1988,5,1988,2.4,19.4
27/05/1988,5,1988,5.6,22
28/05/1988,5,1988,7.6,21.2
29/05/1988,5,1988,10.4,20.4
30/05/1988,5,1988,0,21
31/05/1988,5,1988,0,20.2
01/06/1988,6,1988,0.2,22
02/06/1988,6,1988,5.4,23.2
03/06/1988,6,1988,42.3,20
04/06/1988,6,1988,17.2,21.2
05/06/1988,6,1988,7.9,20.4
06/06/1988,6,1988,0.4,20.3
07/06/1988,6,1988,2.2,20.1
08/06/1988,6,1988,10,20
09/06/1988,6,1988,6.3,21.3
10/06/1988,6,1988,0.3,21.3
11/06/1988,6,1988,7,20.4
12/06/1988,6,1988,10.4,21.2
13/06/1988,6,1988,2.8,21
14/06/1988,6,1988,10.4,20
15/06/1988,6,1988,7.8,19.4
16/06/1988,6,1988,36,20.2
17/06/1988,6,1988,9.9,21
18/06/1988,6,1988,2,21
19/06/1988,6,1988,2.9,21
20/06/1988,6,1988,3.2,19.2
21/06/1988,6,1988,1.4,19
22/06/1988,6,1988,3.1,18.3
23/06/1988,6,1988,10,22
24/06/1988,6,1988,11.1,20.4
25/06/1988,6,1988,8.4,21
26/06/1988,6,1988,23.4,18.4
27/06/1988,6,1988,21.2,18.3
28/06/1988,6,1988,36.3,18.3
29/06/1988,6,1988,17,18
30/06/1988,6,1988,38.8,18.2
01/07/1988,7,1988,14.4,19
02/07/1988,7,1988,14.3,18.1
03/07/1988,7,1988,14.1,18.3
04/07/1988,7,1988,0,17.2
05/07/1988,7,1988,0,19
06/07/1988,7,1988,3.2,18.2
07/07/1988,7,1988,11.3,19.1
08/07/1988,7,1988,3.2,19.2
09/07/1988,7,1988,29.8,18.4
10/07/1988,7,1988,11.4,19.2
11/07/1988,7,1988,11.2,19
12/07/1988,7,1988,20.4,18
13/07/1988,7,1988,7,18.4
14/07/1988,7,1988,13.8,20.2
15/07/1988,7,1988,11.2,20.1
16/07/1988,7,1988,11.2,20.3
17/07/1988,7,1988,3,20.2
18/07/1988,7,1988,8.6,22
19/07/1988,7,1988,4.7,22
20/07/1988,7,1988,0,20
21/07/1988,7,1988,0,19.2
22/07/1988,7,1988,2.1,19
23/07/1988,7,1988,9.4,21.2
24/07/1988,7,1988,7.2,22
25/07/1988,7,1988,0,21.3
26/07/1988,7,1988,0,20.3
27/07/1988,7,1988,5,20.4
28/07/1988,7,1988,6.3,20
29/07/1988,7,1988,0,21
30/07/1988,7,1988,0.8,21.4
31/07/1988,7,1988,0,22
01/08/1988,8,1988,4,21.3
02/08/1988,8,1988,6.9,20.2
03/08/1988,8,1988,0,21
04/08/1988,8,1988,8.4,21.2
05/08/1988,8,1988,0,20.4
06/08/1988,8,1988,0,23.1
07/08/1988,8,1988,0,20.4
08/08/1988,8,1988,0,22.3
09/08/1988,8,1988,0,21.2
10/08/1988,8,1988,0,21.3
11/08/1988,8,1988,3.8,23.1
12/08/1988,8,1988,2,22.4
13/08/1988,8,1988,0,20
14/08/1988,8,1988,0,19.4
15/08/1988,8,1988,0,19.3
16/08/1988,8,1988,0,24
17/08/1988,8,1988,0,22.3
18/08/1988,8,1988,0.2,22.2
19/08/1988,8,1988,1,22
20/08/1988,8,1988,1,22.3
21/08/1988,8,1988,4.1,20.3
22/08/1988,8,1988,6.8,22
23/08/1988,8,1988,4,20.3
24/08/1988,8,1988,3,20.1
25/08/1988,8,1988,0,20
26/08/1988,8,1988,0,20.3
27/08/1988,8,1988,0,21
28/08/1988,8,1988,0.8,20.4
29/08/1988,8,1988,0,21.2
30/08/1988,8,1988,0,20.3
31/08/1988,8,1988,0,21
01/09/1988,9,1988,0,21
02/09/1988,9,1988,0,20.2
03/09/1988,9,1988,0,21.3
04/09/1988,9,1988,0,22
05/09/1988,9,1988,0,21.3
06/09/1988,9,1988,0,21.4
07/09/1988,9,1988,0,22.2
08/09/1988,9,1988,0,21.4
09/09/1988,9,1988,1,22
10/09/1988,9,1988,0,22.2
11/09/1988,9,1988,0,22
12/09/1988,9,1988,3,22.2
13/09/1988,9,1988,7.3,22.1
14/09/1988,9,1988,19.5,20.3
15/09/1988,9,1988,6.6,20.2
16/09/1988,9,1988,7,20.2
17/09/1988,9,1988,0,18.2
18/09/1988,9,1988,0,22
19/09/1988,9,1988,0,20.3
20/09/1988,9,1988,0,21.2
21/09/1988,9,1988,0,22
22/09/1988,9,1988,0,22
23/09/1988,9,1988,0,20.3
24/09/1988,9,1988,0,21.2
25/09/1988,9,1988,0,22
26/09/1988,9,1988,0,21.3
27/09/1988,9,1988,0,21.1
28/09/1988,9,1988,0,22
29/09/1988,9,1988,0,20.3
30/09/1988,9,1988,0,21
01/10/1988,10,1988,0,21.2
02/10/1988,10,1988,0,20
03/10/1988,10,1988,0,20.2
04/10/1988,10,1988,0,20
05/10/1988,10,1988,0,20.1
06/10/1988,10,1988,0,21.3
07/10/1988,10,1988,0,22.2
08/10/1988,10,1988,0,22.1
09/10/1988,10,1988,0,22
10/10/1988,10,1988,0,22.2
11/10/1988,10,1988,0,22.2
12/10/1988,10,1988,0,22.3
13/10/1988,10,1988,0,22.2
14/10/1988,10,1988,0,22
15/10/1988,10,1988,1.4,22.1
16/10/1988,10,1988,0,22.2
17/10/1988,10,1988,2.8,22.1
18/10/1988,10,1988,23,24
19/10/1988,10,1988,0,22.2
20/10/1988,10,1988,0,22
21/10/1988,10,1988,0,22.1
22/10/1988,10,1988,0,23.3
23/10/1988,10,1988,0,22
24/10/1988,10,1988,0,22.1
25/10/1988,10,1988,0,21
26/10/1988,10,1988,0,22.1
27/10/1988,10,1988,0,21.1
28/10/1988,10,1988,0,21
29/10/1988,10,1988,0,21.2
30/10/1988,10,1988,0,22
31/10/1988,10,1988,0,22.1
01/11/1988,11,1988,0,21.4
02/11/1988,11,1988,0,21
03/11/1988,11,1988,0,21.2
04/11/1988,11,1988,0,21.1
05/11/1988,11,1988,0,21.3
06/11/1988,11,1988,0,21
07/11/1988,11,1988,0,23.2
08/11/1988,11,1988,0,22.2
09/11/1988,11,1988,0,22.1
10/11/1988,11,1988,0,22
11/11/1988,11,1988,0,22.2
12/11/1988,11,1988,0,22.3
13/11/1988,11,1988,0,23
14/11/1988,11,1988,0,22.4
15/11/1988,11,1988,0,23
16/11/1988,11,1988,0,23.1
17/11/1988,11,1988,0,23.4
18/11/1988,11,1988,0,21
19/11/1988,11,1988,0,23
20/11/1988,11,1988,0,22.3
21/11/1988,11,1988,0,23.2
22/11/1988,11,1988,0,22.4
23/11/1988,11,1988,0,23.1
24/11/1988,11,1988,0,23
25/11/1988,11,1988,0,23
26/11/1988,11,1988,0,22.3
27/11/1988,11,1988,0,23
28/11/1988,11,1988,0,22.3
29/11/1988,11,1988,0,23.2
30/11/1988,11,1988,0,23.4
01/12/1988,12,1988,0.1,21
02/12/1988,12,1988,0,22.1
03/12/1988,12,1988,0,22
04/12/1988,12,1988,0,23
05/12/1988,12,1988,0,22.3
06/12/1988,12,1988,0,22.2
07/12/1988,12,1988,0,23.1
08/12/1988,12,1988,0,22
09/12/1988,12,1988,0,22.3
10/12/1988,12,1988,0,23
11/12/1988,12,1988,0,23.2
12/12/1988,12,1988,0,24
13/12/1988,12,1988,0,24.1
14/12/1988,12,1988,0,24
15/12/1988,12,1988,0,23.2
16/12/1988,12,1988,0,24.1
17/12/1988,12,1988,0,24
18/12/1988,12,1988,0,23.1
19/12/1988,12,1988,0,22.4
20/12/1988,12,1988,0,22.2
21/12/1988,12,1988,0,22.3
22/12/1988,12,1988,13,22.2
23/12/1988,12,1988,0,22.1
24/12/1988,12,1988,14.1,19.3
25/12/1988,12,1988,0,21
26/12/1988,12,1988,0,21.3
27/12/1988,12,1988,0,22
28/12/1988,12,1988,0,22.1
29/12/1988,12,1988,0,23.4
30/12/1988,12,1988,0,23.3
31/12/1988,12,1988,0,22.4
01/01/1989,1,1989,0,23.2
02/01/1989,1,1989,0,22.4
03/01/1989,1,1989,0,22.3
04/01/1989,1,1989,0,23
05/01/1989,1,1989,0,23.3
06/01/1989,1,1989,0,23.4
07/01/1989,1,1989,0,21.2
08/01/1989,1,1989,14.3,20
09/01/1989,1,1989,19.8,19
10/01/1989,1,1989,4.8,20.3
11/01/1989,1,1989,0,20
12/01/1989,1,1989,0,19.3
13/01/1989,1,1989,0,22.2
14/01/1989,1,1989,0,22
15/01/1989,1,1989,0,22.3
16/01/1989,1,1989,0,24.2
17/01/1989,1,1989,0,23.3
18/01/1989,1,1989,0,23.2
19/01/1989,1,1989,0,24.3
20/01/1989,1,1989,0,25
21/01/1989,1,1989,0,24.3
22/01/1989,1,1989,0,25
23/01/1989,1,1989,0,25
24/01/1989,1,1989,0,25.1
25/01/1989,1,1989,3.6,24.3
26/01/1989,1,1989,0,25
27/01/1989,1,1989,0,23.4
28/01/1989,1,1989,0,24
29/01/1989,1,1989,0,25
30/01/1989,1,1989,0,22.2
31/01/1989,1,1989,0,24.4
01/02/1989,2,1989,0,24.2
02/02/1989,2,1989,0,24
03/02/1989,2,1989,0,24
04/02/1989,2,1989,0,24
05/02/1989,2,1989,0,23.4
06/02/1989,2,1989,0,23.2
07/02/1989,2,1989,0,24
08/02/1989,2,1989,0,24.3
09/02/1989,2,1989,0,24.2
10/02/1989,2,1989,0,25
11/02/1989,2,1989,0,26
12/02/1989,2,1989,0,25.2
13/02/1989,2,1989,0,24
14/02/1989,2,1989,0,25
15/02/1989,2,1989,0,25.1
16/02/1989,2,1989,0,25
17/02/1989,2,1989,0,25
18/02/1989,2,1989,0,26.1
19/02/1989,2,1989,0,25.3
20/02/1989,2,1989,0,26
21/02/1989,2,1989,0,26.2
22/02/1989,2,1989,0,24.4
23/02/1989,2,1989,0,25
24/02/1989,2,1989,7.3,25
25/02/1989,2,1989,0,26.1
26/02/1989,2,1989,0,22
27/02/1989,2,1989,0,22.3
28/02/1989,2,1989,0,26.1
01/03/1989,3,1989,0,25.2
02/03/1989,3,1989,0,25.3
03/03/1989,3,1989,0,24.3
04/03/1989,3,1989,0,24.4
05/03/1989,3,1989,2.4,25.6
06/03/1989,3,1989,3.3,24.5
07/03/1989,3,1989,4.2,24.6
08/03/1989,3,1989,0,24.2
09/03/1989,3,1989,0,25.1
10/03/1989,3,1989,0,24.4
11/03/1989,3,1989,0,25.1
12/03/1989,3,1989,0,24.1
13/03/1989,3,1989,0,24.2
14/03/1989,3,1989,0,24.4
15/03/1989,3,1989,0,24.5
16/03/1989,3,1989,0,25.4
17/03/1989,3,1989,0,26.1
18/03/1989,3,1989,0,24.4
19/03/1989,3,1989,0,23.2
20/03/1989,3,1989,12.2,25
21/03/1989,3,1989,7.2,25
22/03/1989,3,1989,0,23.4
23/03/1989,3,1989,1.7,23.1
24/03/1989,3,1989,1.8,23
25/03/1989,3,1989,7.6,21
26/03/1989,3,1989,2.4,22.1
27/03/1989,3,1989,0,26
28/03/1989,3,1989,0,26.4
29/03/1989,3,1989,0,25.5
30/03/1989,3,1989,0,25.6
31/03/1989,3,1989,0,25.4
01/04/1989,4,1989,0,26.3
02/04/1989,4,1989,0,25.4
03/04/1989,4,1989,4.7,25.1
04/04/1989,4,1989,0,25
05/04/1989,4,1989,13,25.3
06/04/1989,4,1989,1.3,25.2
07/04/1989,4,1989,3,25
08/04/1989,4,1989,0,25.1
09/04/1989,4,1989,0,26.2
10/04/1989,4,1989,0,26.1
11/04/1989,4,1989,0,25.4
12/04/1989,4,1989,0,25.3
13/04/1989,4,1989,0,26.2
14/04/1989,4,1989,0,26
15/04/1989,4,1989,0,25.2
16/04/1989,4,1989,0,25.3
17/04/1989,4,1989,0,25
18/04/1989,4,1989,0,24.3
19/04/1989,4,1989,0,21.26
20/04/1989,4,1989,2.26,26.38
21/04/1989,4,1989,1.16,26.48
22/04/1989,4,1989,1.02,24.78
23/04/1989,4,1989,3.45,25.42
24/04/1989,4,1989,2.72,26.79
25/04/1989,4,1989,2.15,29.23
26/04/1989,4,1989,2.83,29.66
27/04/1989,4,1989,3.98,31.13
28/04/1989,4,1989,6.8,26.1
29/04/1989,4,1989,9.56,25.65
30/04/1989,4,1989,4.01,27.49
01/05/1989,5,1989,6.23,25.49
02/05/1989,5,1989,11.14,23.93
03/05/1989,5,1989,2.78,26.64
04/05/1989,5,1989,1.63,26.79
05/05/1989,5,1989,5.93,27.74
06/05/1989,5,1989,2.66,29.17
07/05/1989,5,1989,2.58,22.47
08/05/1989,5,1989,2.51,26.24
09/05/1989,5,1989,3.58,24.41
10/05/1989,5,1989,6.26,24.98
11/05/1989,5,1989,3.54,24.81
12/05/1989,5,1989,4.09,24.67
13/05/1989,5,1989,5.62,20.33
14/05/1989,5,1989,5.44,22.51
15/05/1989,5,1989,10.78,19.28
16/05/1989,5,1989,4.64,22.57
17/05/1989,5,1989,5.83,21.59
18/05/1989,5,1989,4.5,16.44
19/05/1989,5,1989,5.88,22.66
20/05/1989,5,1989,8.74,24.27
21/05/1989,5,1989,12.33,23.4
22/05/1989,5,1989,6.05,19.16
23/05/1989,5,1989,5.01,15.35
24/05/1989,5,1989,12.64,18.26
25/05/1989,5,1989,6.18,13.71
26/05/1989,5,1989,15.82,16.59
27/05/1989,5,1989,10.57,12.58
28/05/1989,5,1989,13.15,12.72
29/05/1989,5,1989,8.39,12.03
30/05/1989,5,1989,5.79,11.65
31/05/1989,5,1989,7.47,12.42
01/06/1989,6,1989,9.67,14.19
02/06/1989,6,1989,17.85,16.95
03/06/1989,6,1989,20.96,15.87
04/06/1989,6,1989,7.26,14.11
05/06/1989,6,1989,10.36,15.82
06/06/1989,6,1989,8.05,14.7
07/06/1989,6,1989,4.54,16
08/06/1989,6,1989,12.83,15.33
09/06/1989,6,1989,18.32,13.62
10/06/1989,6,1989,13.79,17.78
11/06/1989,6,1989,10.2,16.32
12/06/1989,6,1989,8.46,15.35
13/06/1989,6,1989,9.18,14.02
14/06/1989,6,1989,20.72,14.47
15/06/1989,6,1989,33.06,16.23
16/06/1989,6,1989,9.69,12.41
17/06/1989,6,1989,7.8,21.51
18/06/1989,6,1989,9.4,20.45
19/06/1989,6,1989,15.98,20
20/06/1989,6,1989,13.46,21.01
21/06/1989,6,1989,17.28,18.55
22/06/1989,6,1989,13.94,13.77
23/06/1989,6,1989,19.77,20.78
24/06/1989,6,1989,10.84,20.43
25/06/1989,6,1989,11.7,13.73
26/06/1989,6,1989,19.53,20.25
27/06/1989,6,1989,10.51,20.26
28/06/1989,6,1989,13.34,16.52
29/06/1989,6,1989,5.81,17.82
30/06/1989,6,1989,17.44,19.77
01/07/1989,7,1989,8.39,20.07
02/07/1989,7,1989,26.89,20.51
03/07/1989,7,1989,12.08,21.4
04/07/1989,7,1989,10.36,21.09
05/07/1989,7,1989,8.75,21.42
06/07/1989,7,1989,16.37,21.14
07/07/1989,7,1989,16.2,21.61
08/07/1989,7,1989,18.66,20.5
09/07/1989,7,1989,5.88,20.07
10/07/1989,7,1989,21.09,22.36
11/07/1989,7,1989,12.13,20.17
12/07/1989,7,1989,16.26,21.28
13/07/1989,7,1989,10.99,21.44
14/07/1989,7,1989,10.54,17.1
15/07/1989,7,1989,6.09,19.6
16/07/1989,7,1989,5.64,20.41
17/07/1989,7,1989,12.16,19.12
18/07/1989,7,1989,12.04,22.6
19/07/1989,7,1989,14.99,23.06
20/07/1989,7,1989,5.93,23.33
21/07/1989,7,1989,8.99,19.32
22/07/1989,7,1989,6.94,21.28
23/07/1989,7,1989,6.8,21.08
24/07/1989,7,1989,3.79,19.6
25/07/1989,7,1989,9.59,19.57
26/07/1989,7,1989,8.04,21.56
27/07/1989,7,1989,5.29,21.73
28/07/1989,7,1989,4.89,18.65
29/07/1989,7,1989,15.36,16.88
30/07/1989,7,1989,4.36,22.36
31/07/1989,7,1989,5.42,21.62
01/08/1989,8,1989,11.54,17.28
02/08/1989,8,1989,13.36,20.69
03/08/1989,8,1989,2.8,21.71
04/08/1989,8,1989,6.35,20.6
05/08/1989,8,1989,0.85,21.66
06/08/1989,8,1989,5.98,21.35
07/08/1989,8,1989,3.14,21.93
08/08/1989,8,1989,4.24,21.36
09/08/1989,8,1989,5.03,20.22
10/08/1989,8,1989,0.98,21.73
11/08/1989,8,1989,1.94,22.58
12/08/1989,8,1989,3.23,22.09
13/08/1989,8,1989,1.39,21.57
14/08/1989,8,1989,2.94,21.33
15/08/1989,8,1989,4.46,21
16/08/1989,8,1989,4.36,22.76
17/08/1989,8,1989,1.08,22.42
18/08/1989,8,1989,2.22,22.43
19/08/1989,8,1989,5.41,22.2
20/08/1989,8,1989,1.43,24.16
21/08/1989,8,1989,1.53,22.44
22/08/1989,8,1989,2.61,23.51
23/08/1989,8,1989,0.69,20.25
24/08/1989,8,1989,0.83,18.69
25/08/1989,8,1989,0.49,22.73
26/08/1989,8,1989,1.94,19.69
27/08/1989,8,1989,1.55,22.12
28/08/1989,8,1989,0.89,23.03
29/08/1989,8,1989,2.89,22.45
30/08/1989,8,1989,0.93,21.3
31/08/1989,8,1989,0.95,21.08
01/09/1989,9,1989,0.53,21.23
02/09/1989,9,1989,1.06,20.81
03/09/1989,9,1989,0.33,22.34
04/09/1989,9,1989,0.52,23.28
05/09/1989,9,1989,9.45,24.04
06/09/1989,9,1989,12.59,24.36
07/09/1989,9,1989,20.36,24.07
08/09/1989,9,1989,6.9,23.77
09/09/1989,9,1989,3.48,23.82
10/09/1989,9,1989,8.52,24.06
11/09/1989,9,1989,1.07,23.88
12/09/1989,9,1989,0.4,24.04
13/09/1989,9,1989,0.53,24.49
14/09/1989,9,1989,0.91,23.31
15/09/1989,9,1989,1.97,24.31
16/09/1989,9,1989,0.62,24.99
17/09/1989,9,1989,1.18,24.64
18/09/1989,9,1989,3.46,24.78
19/09/1989,9,1989,4.39,26.5
20/09/1989,9,1989,0.11,26.59
21/09/1989,9,1989,0,26.2
22/09/1989,9,1989,0.07,26.86
23/09/1989,9,1989,0.58,27.26
24/09/1989,9,1989,0,28.34
25/09/1989,9,1989,0,27.96
26/09/1989,9,1989,0.01,25.7
27/09/1989,9,1989,0.15,25.22
28/09/1989,9,1989,0.89,26.31
29/09/1989,9,1989,0.5,27.54
30/09/1989,9,1989,0.42,26.34
01/10/1989,10,1989,0.75,24.5
02/10/1989,10,1989,0.32,26.09
03/10/1989,10,1989,0,26.33
04/10/1989,10,1989,0.91,26.82
05/10/1989,10,1989,0.57,26.96
06/10/1989,10,1989,0.42,27.09
07/10/1989,10,1989,1.07,26.55
08/10/1989,10,1989,1.37,26.45
09/10/1989,10,1989,0.44,26.66
10/10/1989,10,1989,0.01,26.29
11/10/1989,10,1989,0.86,26.43
12/10/1989,10,1989,0.21,24.71
13/10/1989,10,1989,1.46,24.94
14/10/1989,10,1989,0.02,24.6
15/10/1989,10,1989,2.3,25.99
16/10/1989,10,1989,1.5,23.94
17/10/1989,10,1989,0,27.17
18/10/1989,10,1989,0.01,27.21
19/10/1989,10,1989,0.29,27.29
20/10/1989,10,1989,0,26.69
21/10/1989,10,1989,0.16,27.08
22/10/1989,10,1989,0.1,24.84
23/10/1989,10,1989,0.08,27.06
24/10/1989,10,1989,0.71,27.36
25/10/1989,10,1989,9.47,27.71
26/10/1989,10,1989,0.6,27.69
27/10/1989,10,1989,0.62,27.13
28/10/1989,10,1989,3.44,27.01
29/10/1989,10,1989,1.09,27.37
30/10/1989,10,1989,0.97,25.92
31/10/1989,10,1989,0.12,25.31
01/11/1989,11,1989,7.5,25.56
02/11/1989,11,1989,0.3,24.49
03/11/1989,11,1989,0.59,24.7
04/11/1989,11,1989,0,27.5
05/11/1989,11,1989,0.4,27.67
06/11/1989,11,1989,0.69,27.14
07/11/1989,11,1989,0.55,27.17
08/11/1989,11,1989,0.12,22.08
09/11/1989,11,1989,0.08,27.73
10/11/1989,11,1989,0,27.79
11/11/1989,11,1989,0,27.42
12/11/1989,11,1989,0,27.71
13/11/1989,11,1989,0,25.1
14/11/1989,11,1989,0.04,27.17
15/11/1989,11,1989,0.01,27.61
16/11/1989,11,1989,0,27.13
17/11/1989,11,1989,0.15,27.78
18/11/1989,11,1989,0.13,27.91
19/11/1989,11,1989,0,28.04
20/11/1989,11,1989,0,26.11
21/11/1989,11,1989,0,26.68
22/11/1989,11,1989,0,26.42
23/11/1989,11,1989,0,28.92
24/11/1989,11,1989,0,28.41
25/11/1989,11,1989,0,25.05
26/11/1989,11,1989,0,25.2
27/11/1989,11,1989,0,26.04
28/11/1989,11,1989,0,22.83
29/11/1989,11,1989,0,22.33
30/11/1989,11,1989,0,24.35
01/12/1989,12,1989,0,23.77
02/12/1989,12,1989,0,28.76
03/12/1989,12,1989,0,25.51
04/12/1989,12,1989,0,26.44
05/12/1989,12,1989,0,27.61
06/12/1989,12,1989,6.2,26.31
07/12/1989,12,1989,0,28.03
08/12/1989,12,1989,0,29.08
09/12/1989,12,1989,0,29.7
10/12/1989,12,1989,0,30.2
11/12/1989,12,1989,0,28.97
12/12/1989,12,1989,0,25.96
13/12/1989,12,1989,0,20.24
14/12/1989,12,1989,0,23.71
15/12/1989,12,1989,0,24.02
16/12/1989,12,1989,0,25.22
17/12/1989,12,1989,0,27.52
18/12/1989,12,1989,0,23.5
19/12/1989,12,1989,0,23.83
20/12/1989,12,1989,0,30.14
21/12/1989,12,1989,0,30.42
22/12/1989,12,1989,0,29.76
23/12/1989,12,1989,0,29.21
24/12/1989,12,1989,0,30.77
25/12/1989,12,1989,0,31.18
26/12/1989,12,1989,0,26.27
27/12/1989,12,1989,0,30.78
28/12/1989,12,1989,0,28.12
29/12/1989,12,1989,0,26.87
30/12/1989,12,1989,0,30.84
31/12/1989,12,1989,0,27.86
01/01/1990,1,1990,0,29.02
02/01/1990,1,1990,0,29.33
03/01/1990,1,1990,0,30.52
04/01/1990,1,1990,0,31.68
05/01/1990,1,1990,0,31.8
06/01/1990,1,1990,0,31.94
07/01/1990,1,1990,0,32.71
08/01/1990,1,1990,0,32.68
09/01/1990,1,1990,0,32.79
10/01/1990,1,1990,0,33.32
11/01/1990,1,1990,0,30.54
12/01/1990,1,1990,0,32.82
13/01/1990,1,1990,0,31.48
14/01/1990,1,1990,0,25.64
15/01/1990,1,1990,0,25.55
16/01/1990,1,1990,0,31.64
17/01/1990,1,1990,0,29.08
18/01/1990,1,1990,0,23.68
19/01/1990,1,1990,0,29.64
20/01/1990,1,1990,0,26.69
21/01/1990,1,1990,0,26.11
22/01/1990,1,1990,3.2,23.95
23/01/1990,1,1990,5.8,25.05
24/01/1990,1,1990,0,24.85
25/01/1990,1,1990,0.3,24
26/01/1990,1,1990,0,24.5
27/01/1990,1,1990,0.5,21.5
28/01/1990,1,1990,45.5,22
29/01/1990,1,1990,1.8,21
30/01/1990,1,1990,1.3,19.8
31/01/1990,1,1990,1.7,21.2
01/02/1990,2,1990,0.3,18.6
02/02/1990,2,1990,0,21.8
03/02/1990,2,1990,0,21.5
04/02/1990,2,1990,0,21.5
05/02/1990,2,1990,0,21.6
06/02/1990,2,1990,0,21.5
07/02/1990,2,1990,0,23.5
08/02/1990,2,1990,0,24
09/02/1990,2,1990,0,24
10/02/1990,2,1990,0,23.5
11/02/1990,2,1990,0,23.6
12/02/1990,2,1990,1.3,23
13/02/1990,2,1990,19.7,19
14/02/1990,2,1990,2.7,17
15/02/1990,2,1990,0.2,20.5
16/02/1990,2,1990,0,21
17/02/1990,2,1990,0,22
18/02/1990,2,1990,0,22.5
19/02/1990,2,1990,7.4,21.4
20/02/1990,2,1990,0,22
21/02/1990,2,1990,0,23
22/02/1990,2,1990,0,22.2
23/02/1990,2,1990,0,22
24/02/1990,2,1990,0,22.3
25/02/1990,2,1990,0,22.2
26/02/1990,2,1990,0,23.4
27/02/1990,2,1990,0,22.6
28/02/1990,2,1990,0,24
01/03/1990,3,1990,0,24.2
02/03/1990,3,1990,0,24
03/03/1990,3,1990,9.6,23.6
04/03/1990,3,1990,11,22.5
05/03/1990,3,1990,1.3,21.5
06/03/1990,3,1990,7.6,21.2
07/03/1990,3,1990,1.3,22.5
08/03/1990,3,1990,0,18.7
09/03/1990,3,1990,0.4,19.8
10/03/1990,3,1990,0,21
11/03/1990,3,1990,0,23.8
12/03/1990,3,1990,0,24
13/03/1990,3,1990,6.1,20
14/03/1990,3,1990,1.1,20.4
15/03/1990,3,1990,0,22.2
16/03/1990,3,1990,0,23.2
17/03/1990,3,1990,0,23.5
18/03/1990,3,1990,0,23.5
19/03/1990,3,1990,0,24.5
20/03/1990,3,1990,0,24.6
21/03/1990,3,1990,0,25
22/03/1990,3,1990,0,24.8
23/03/1990,3,1990,0,24.8
24/03/1990,3,1990,0,24.9
25/03/1990,3,1990,0,25.3
26/03/1990,3,1990,0,24.6
27/03/1990,3,1990,0,25.4
28/03/1990,3,1990,0,24.4
29/03/1990,3,1990,0,24.6
30/03/1990,3,1990,0,24.2
31/03/1990,3,1990,3,22.4
